511,407
518,412
38,20
152,290
406,283
370,63
418,451
235,390
594,256
104,252
594,170
718,304
523,101
202,263
60,227
716,412
426,85
864,190
868,315
835,264
822,283
485,437
867,386
210,43
823,267
438,12
554,290
852,360
405,8
374,334
27,310
737,21
16,53
656,161
153,381
382,212
141,163
301,294
523,115
334,26
449,427
295,427
804,217
812,251
582,209
821,144
518,280
799,66
56,57
856,126
132,13
471,366
610,188
191,258
271,170
480,6
727,407
632,372
585,268
363,48
486,384
872,253
259,185
201,310
77,266
447,433
107,173
406,427
813,99
263,452
170,319
162,331
606,438
48,2
659,39
12,323
718,66
576,228
152,19
397,419
799,196
555,8
518,37
726,406
297,144
755,301
627,71
5,123
642,98
179,51
315,375
858,299
720,426
615,211
746,377
695,336
157,220
866,141
388,260
456,243
745,249
402,326
114,369
886,101
652,11
288,296
621,428
150,360
753,372
362,272
516,177
363,130
489,39
683,335
232,150
523,141
583,249
883,200
463,308
403,28
643,144
0,312
68,107
392,113
45,340
17,75
614,86
636,276
458,123
734,67
649,138
51,442
603,98
421,394
197,213
134,235
692,294
90,411
147,302
499,270
585,217
783,123
21,131
173,162
91,231
645,356
439,134
799,143
520,89
849,233
305,421
336,435
157,349
131,353
332,102
705,156
113,11
863,157
56,105
425,370
519,356
282,111
255,114
93,138
775,166
679,215
403,251
399,347
346,378
51,38
14,21
62,88
462,254
293,105
147,269
122,53
229,452
200,0
402,143
728,268
695,248
509,5
661,39
261,96
280,409
517,231
124,372
296,116
62,141
117,119
480,138
614,224
306,103
372,408
380,4
376,382
148,130
3,123
384,260
351,427
718,19
366,266
700,278
491,435
13,224
256,214
187,81
238,119
547,217
465,307
259,164
664,314
761,369
179,205
630,15
753,205
435,187
170,18
718,360
38,272
609,153
821,393
737,32
537,441
15,424
140,446
32,345
137,404
485,334
398,450
617,340
774,72
427,437
574,181
322,163
457,263
78,49
829,428
390,186
512,312
801,207
638,244
615,155
683,350
416,186
91,176
585,125
21,299
107,325
376,331
441,22
250,145
423,404
452,25
839,61
387,94
371,28
237,12
641,281
156,426
176,402
499,103
101,227
181,39
363,61
875,210
428,143
155,39
354,261
74,111
476,109
46,331
236,83
690,260
628,185
415,244
620,248
486,227
76,80
736,306
527,147
361,100
661,297
19,232
518,342
713,232
778,453
454,120
7,26
254,397
639,262
837,359
269,87
420,335
621,205
893,72
474,6
682,388
349,186
772,301
450,108
29,413
261,342
882,130
748,44
157,121
860,55
674,337
762,447
475,149
477,127
62,445
591,448
706,313
5,124
543,308
207,324
834,396
126,20
531,81
204,209
548,254
422,8
47,270
734,364
38,378
496,18
455,65
314,108
92,199
287,52
681,257
511,225
150,213
139,144
331,169
720,330
515,442
278,235
705,373
835,314
490,271
32,82
529,290
387,49
571,260
151,143
860,391
147,338
68,80
191,145
373,255
328,180
870,338
534,293
530,161
827,107
328,378
246,206
569,289
502,140
214,284
244,319
509,194
733,82
790,201
608,43
531,352
169,211
93,429
649,247
373,332
193,131
229,234
598,376
269,48
260,302
204,427
855,223
630,60
692,131
155,354
861,303
627,34
841,175
623,425
638,86
184,49
455,79
433,139
461,402
518,393
870,230
202,211
96,314
120,335
266,14
526,374
77,64
103,337
291,444
766,261
415,336
552,59
456,268
73,438
488,387
87,21
577,282
890,437
696,149
510,81
864,401
396,327
200,428
284,368
773,13
827,73
230,221
876,192
439,219
135,33
160,129
412,384
371,369
237,290
727,400
40,167
189,246
383,241
726,31
524,144
7,184
667,389
502,239
486,203
802,210
382,165
192,316
332,187
601,334
828,48
224,175
884,349
709,326
747,234
836,102
53,43
881,408
882,34
287,401
777,77
664,420
508,180
626,144
326,36
382,208
149,337
719,279
769,410
733,244
397,261
666,168
418,411
62,325
573,310
420,401
782,247
120,130
428,335
95,337
119,337
612,365
716,170
579,95
541,128
720,202
739,45
649,328
43,420
61,417
50,264
57,311
593,28
463,246
513,111
278,154
770,142
423,331
288,115
221,138
14,349
547,391
793,249
558,274
137,83
210,373
227,255
635,401
314,255
781,360
152,231
66,339
512,235
767,418
458,84
608,37
243,402
341,87
226,252
835,288
548,450
15,233
253,86
11,287
807,308
121,138
91,53
812,181
884,379
749,290
84,258
99,250
256,268
596,331
231,92
791,58
598,416
62,448
695,450
76,76
639,20
666,105
530,84
728,351
268,275
77,282
178,28
587,389
615,395
60,256
165,428
650,177
868,232
561,347
302,396
340,435
411,0
617,300
885,436
28,144
643,370
338,275
679,304
336,232
651,433
525,210
55,385
875,88
598,273
583,303
420,95
698,324
164,187
271,283
301,289
477,210
307,22
292,324
391,42
233,272
287,312
790,275
560,314
385,2
101,134
586,267
519,43
843,258
575,329
428,260
527,113
404,390
216,187
763,1
596,201
192,405
575,368
576,358
768,71
98,94
613,443
285,446
352,15
141,191
472,55
633,127
462,63
453,122
246,408
864,59
631,97
431,97
20,257
391,30
188,117
58,133
470,37
542,368
196,151
831,428
194,95
35,94
148,154
633,269
126,443
269,124
135,370
643,258
431,279
337,184
620,22
409,215
813,400
403,135
363,311
299,370
84,212
107,87
462,131
99,140
812,374
516,193
700,447
641,74
710,98
205,309
537,307
388,258
82,321
42,306
174,421
619,313
198,262
681,242
544,11
175,379
341,148
552,324
624,227
535,210
449,403
458,367
140,425
603,434
32,193
112,391
319,93
40,419
636,340
324,37
793,30
769,95
706,174
253,354
421,288
300,411
598,393
888,395
74,311
275,81
752,363
473,126
147,32
365,96
141,404
345,117
466,138
878,277
495,106
114,283
473,166
91,63
236,416
788,128
452,202
282,220
500,271
621,361
505,161
728,439
390,341
167,223
836,118
65,1
535,216
408,378
326,228
174,56
153,397
432,211
408,291
687,152
411,147
174,341
429,335
457,285
151,237
246,119
666,384
480,392
134,111
431,17
891,361
686,406
268,321
123,278
596,137
267,237
53,16
269,198
290,20
149,408
844,161
824,98
175,148
144,179
39,164
400,201
420,314
389,213
546,342
633,86
696,23
251,234
876,138
719,397
487,403
615,299
468,383
263,201
560,421
852,426
332,376
328,258
34,119
473,260
422,248
659,354
438,152
113,261
767,392
772,405
364,34
82,160
397,173
297,160
816,309
742,373
848,327
259,396
815,249
649,61
840,112
743,283
258,98
21,318
443,74
336,365
800,324
794,334
541,404
861,91
52,69
404,179
432,38
554,335
121,137
244,117
869,224
372,50
103,152
681,188
487,42
302,429
588,347
105,257
614,87
664,214
642,30
570,130
395,343
97,355
576,161
758,425
136,60
357,201
169,85
178,13
528,449
816,145
868,208
331,282
435,232
234,278
496,299
149,362
429,394
726,271
175,31
178,349
682,204
153,216
848,36
456,146
23,284
255,210
842,161
221,81
837,352
66,222
719,87
430,398
26,244
278,312
890,41
275,210
887,200
51,302
608,54
52,159
681,286
533,118
365,449
485,391
564,364
391,251
698,375
343,430
598,418
710,278
784,167
821,180
31,14
380,312
272,183
51,361
665,10
304,114
877,383
385,319
576,405
451,448
3,260
656,206
162,69
724,434
205,184
299,175
267,402
155,382
413,322
507,107
848,130
647,382
440,175
843,126
666,389
219,329
491,453
18,0
510,120
718,263
770,219
143,8
490,381
49,329
148,106
371,438
668,268
131,67
697,152
509,223
352,78
695,409
332,29
174,307
417,384
454,343
887,132
353,192
662,127
122,207
549,275
463,312
247,70
569,443
422,73
390,15
290,311
134,3
62,453
583,12
631,442
164,289
481,451
559,29
488,234
276,335
177,413
119,122
264,96
7,174
838,29
687,198
0,377
333,327
661,414
777,402
475,290
816,252
222,157
260,231
765,451
888,121
324,172
710,314
175,15
486,143
541,74
726,348
557,88
36,14
500,173
342,433
295,20
127,331
338,37
45,406
367,316
109,339
887,113
880,354
440,113
667,27
562,340
737,324
439,105
260,332
387,35
431,219
386,131
68,59
688,70
780,412
834,398
411,120
195,254
425,57
835,40
365,262
386,264
399,105
480,188
314,147
522,236
601,46
508,429
863,22
710,423
742,363
370,156
455,77
620,35
762,340
268,399
874,375
820,38
139,166
490,419
507,410
235,382
271,350
637,257
453,306
711,433
370,421
602,155
666,255
3,178
453,281
273,250
476,130
321,303
112,212
54,448
167,44
869,136
782,443
529,26
578,392
62,258
19,102
42,66
600,101
208,12
544,401
17,386
769,185
163,415
209,387
873,41
28,146
177,73
410,299
409,184
578,137
404,434
356,47
42,164
140,103
706,328
770,440
884,89
651,63
634,400
407,286
825,167
454,285
850,373
886,143
785,56
262,103
580,102
862,180
225,36
783,339
674,211
673,158
279,80
102,317
1,324
725,154
388,42
381,148
650,181
863,435
374,409
655,101
837,120
378,192
625,115
545,350
282,303
306,414
768,288
697,250
430,307
658,2
16,437
352,321
60,397
345,156
786,169
572,251
319,79
107,10
651,205
254,361
662,79
207,7
490,345
522,337
628,124
652,287
237,410
286,41
637,113
555,188
859,108
615,278
438,241
210,205
534,164
849,419
139,339
129,249
568,416
757,176
143,202
323,61
682,295
180,116
432,189
325,273
758,326
646,39
274,269
152,419
464,10
879,350
821,171
425,113
210,430
332,438
341,34
350,277
734,349
167,263
591,419
805,276
295,85
372,54
782,301
817,381
136,70
203,370
336,201
172,77
412,150
717,207
635,47
489,415
764,316
853,159
59,130
837,83
805,399
394,99
490,194
783,45
456,35
436,288
802,246
837,260
127,203
184,17
29,37
506,361
666,315
770,425
686,225
236,324
691,236
49,205
66,167
53,362
681,74
10,285
530,236
572,361
486,38
429,216
540,411
389,259
169,152
73,453
575,133
172,86
62,49
880,226
812,362
823,236
230,156
711,405
196,272
791,243
462,237
284,269
123,152
277,77
183,352
818,257
788,164
750,384
419,201
583,275
753,300
227,256
250,172
852,189
320,451
370,10
65,24
636,354
641,145
373,147
215,261
849,337
841,295
539,395
379,323
95,32
170,256
251,355
791,247
705,379
485,204
306,280
46,129
124,57
635,327
443,250
527,331
429,222
574,41
818,439
721,143
71,307
17,304
439,222
500,308
601,436
300,70
472,313
595,365
692,239
414,310
578,215
167,255
263,71
172,238
720,48
524,166
702,1
786,443
608,267
551,70
51,431
102,307
589,232
518,344
175,121
356,382
88,323
540,287
174,391
195,109
888,166
388,343
710,443
355,287
807,434
650,27
39,371
529,420
110,214
236,73
376,145
309,148
254,398
760,295
289,94
635,126
345,283
140,225
210,402
134,140
664,106
64,74
445,312
42,274
81,193
420,103
290,83
623,271
738,270
387,430
104,85
354,40
191,385
506,75
774,24
325,186
789,200
579,207
40,178
407,398
839,183
588,239
371,82
44,323
819,123
256,412
210,295
774,76
215,2
509,323
10,378
430,112
73,178
11,51
559,343
532,442
344,129
842,252
600,176
818,240
878,192
410,291
433,425
553,228
804,31
649,75
418,446
577,83
493,204
161,250
441,215
211,393
18,268
426,312
835,149
424,402
12,385
840,333
421,258
221,86
779,217
836,258
240,24
224,426
837,234
351,343
265,27
298,157
364,177
363,409
730,68
278,431
689,356
822,169
630,405
76,108
617,112
435,45
674,52
93,352
492,0
235,113
25,359
662,336
207,444
8,39
358,441
304,295
91,79
344,316
222,169
58,369
653,246
762,97
683,81
516,326
203,4
332,356
822,171
520,60
868,233
763,108
454,348
255,446
547,303
261,259
261,326
61,423
361,374
440,159
143,286
554,0
394,162
785,289
360,367
612,113
47,3
881,150
501,338
819,39
352,95
22,109
633,433
778,289
348,3
668,91
638,434
84,33
501,397
783,393
72,255
91,245
669,395
262,191
861,27
301,187
12,205
8,390
491,77
726,446
97,156
387,170
141,345
609,402
860,2
832,285
140,226
42,421
620,420
721,242
252,267
479,341
124,385
432,172
307,414
620,364
355,50
138,453
343,123
337,355
28,452
