0,1,2
558,335,0
227,447,0
4,73,0
884,350,0
168,366,0
164,212,0
757,359,0
105,435,0
605,372,0
697,149,0
161,416,0
749,1,0
44,106,0
278,226,0
265,267,0
20,0,0
436,150,0
298,29,0
92,145,0
876,330,0
809,28,0
148,203,0
121,85,0
348,224,0
369,113,0
232,291,0
366,122,0
294,116,0
856,200,0
770,39,0
100,381,0
865,43,0
289,358,0
183,286,0
677,181,0
821,189,0
226,72,0
321,291,0
423,45,0
732,283,0
300,207,0
192,32,0
763,229,0
113,144,0
399,372,0
142,33,0
179,117,0
38,116,0
314,183,0
670,30,0
752,75,0
363,391,0
539,94,0
640,235,0
376,120,0
261,294,0
315,412,0
695,384,0
169,396,0
2,303,0
694,229,0
318,265,0
280,269,0
882,107,0
881,182,0
621,376,0
474,101,0
141,440,0
5,445,0
469,343,0
717,356,0
237,438,0
208,256,0
493,133,0
110,369,0
68,436,0
415,190,0
98,341,0
777,120,0
305,447,0
594,105,0
480,152,0
395,328,0
319,39,0
350,450,0
615,409,0
406,343,0
559,38,0
259,76,0
292,410,0
297,216,0
792,376,0
219,141,0
351,164,0
735,367,0
638,343,0
771,228,0
411,4,0
518,254,0
82,362,0
110,130,0
149,167,0
740,85,0
431,103,0
661,344,0
453,404,0
46,72,0
805,346,0
485,158,0
432,207,0
556,181,0
840,312,0
377,191,0
164,417,0
690,350,0
348,34,0
220,35,0
773,191,0
783,395,0
272,255,0
158,202,0
329,165,0
717,163,0
496,61,0
718,247,0
464,171,0
603,388,0
301,253,0
439,364,0
153,109,0
58,209,0
146,226,0
583,375,0
184,315,0
163,28,0
166,69,0
345,120,0
779,191,0
655,281,0
436,78,0
596,106,0
882,176,0
476,257,0
706,286,0
11,368,0
115,340,0
290,289,0
242,77,0
39,258,0
834,388,0
51,375,0
782,400,0
168,308,0
868,227,0
619,386,0
160,32,0
713,300,0
845,364,0
482,371,0
806,318,0
554,231,0
302,403,0
311,381,0
656,35,0
529,409,0
596,175,0
771,202,0
802,43,0
746,336,0
800,286,0
330,413,0
505,111,0
692,184,0
271,109,0
95,214,0
275,52,0
180,388,0
512,160,0
403,134,0
406,178,0
881,134,0
771,320,0
311,363,0
421,234,0
657,56,0
130,328,0
57,203,0
512,186,0
706,46,0
490,431,0
395,88,0
720,370,0
764,183,0
638,166,0
231,58,0
487,217,0
673,203,0
568,86,0
513,357,0
417,145,0
521,370,0
197,156,0
174,15,0
608,324,0
360,377,0
749,51,0
60,345,0
221,351,0
56,262,0
866,140,0
609,173,0
465,371,0
746,329,0
323,15,0
454,305,0
369,262,0
699,12,0
844,431,0
473,152,0
430,247,0
883,301,0
885,44,0
407,60,0
447,221,0
361,39,0
809,323,0
616,417,0
284,448,0
381,340,0
879,212,0
337,371,0
101,158,0
780,301,0
849,242,0
829,370,0
501,245,0
681,322,0
75,139,0
249,93,0
30,201,0
646,240,0
788,179,0
470,252,0
21,452,0
779,210,0
721,178,0
774,183,0
159,378,0
692,344,0
394,15,0
345,30,0
650,224,0
163,37,0
397,334,0
502,175,0
817,16,0
133,199,0
686,348,0
585,343,0
297,342,0
787,87,0
408,80,0
649,144,0
813,296,0
339,80,0
785,81,0
364,373,0
718,173,0
67,74,0
703,352,0
306,175,0
611,434,0
760,323,0
52,242,0
25,418,0
466,6,0
810,430,0
729,53,0
260,107,0
445,55,0
90,146,0
333,153,0
110,280,0
732,181,0
256,18,0
275,288,0
278,213,0
693,174,0
147,32,0
570,40,0
196,243,0
67,197,0
565,139,0
145,147,0
847,125,0
699,345,0
800,212,0
285,92,0
115,239,0
471,217,0
37,28,0
204,144,0
7,354,0
622,149,0
612,114,0
201,170,0
512,259,0
883,260,0
497,174,0
667,181,0
112,252,0
536,153,0
840,217,0
833,252,0
120,395,0
129,77,0
552,437,0
32,35,0
252,344,0
481,237,0
313,337,0
302,397,0
795,405,0
834,417,0
114,198,0
702,21,0
137,254,0
567,351,0
724,1,0
854,47,0
468,379,0
867,88,0
803,205,0
275,364,0
804,72,0
109,128,0
172,243,0
110,221,0
508,379,0
448,51,0
550,3,0
267,18,0
93,108,0
275,405,0
872,3,0
727,243,0
283,405,0
740,267,0
388,155,0
886,42,0
442,274,0
682,264,0
309,134,0
353,222,0
413,97,0
620,211,0
345,401,0
236,58,0
627,88,0
127,90,0
26,224,0
73,119,0
349,254,0
84,235,0
759,379,0
365,360,0
438,33,0
668,402,0
568,113,0
277,5,0
780,449,0
666,179,0
421,78,0
531,238,0
708,188,0
246,122,0
320,226,0
90,317,0
175,261,0
530,72,0
517,450,0
797,156,0
48,352,0
763,369,0
209,271,0
427,192,0
107,325,0
780,271,0
280,137,0
83,151,0
50,334,0
776,63,0
277,35,0
621,295,0
395,214,0
337,214,0
885,27,0
683,397,0
852,160,0
345,284,0
554,79,0
738,390,0
35,12,0
105,268,0
146,395,0
352,103,0
793,17,0
694,331,0
54,332,0
848,76,0
823,200,0
43,42,0
638,116,0
335,177,0
248,13,0
400,410,0
390,343,0
726,67,0
428,442,0
424,267,0
753,223,0
878,57,0
312,189,0
298,134,0
275,361,0
595,236,0
188,174,0
536,450,0
221,267,0
58,447,0
847,108,0
451,198,0
730,441,0
409,25,0
161,124,0
111,343,0
678,45,0
740,276,0
889,190,0
346,283,0
478,175,0
782,399,0
439,111,0
102,271,0
96,38,0
263,36,0
198,399,0
848,220,0
889,202,0
451,424,0
888,287,0
444,257,0
687,157,0
328,389,0
412,198,0
351,381,0
583,93,0
461,223,0
160,268,0
523,146,0
612,157,0
714,375,0
283,360,0
861,419,0
521,194,0
9,350,0
9,0,0
826,274,0
128,443,0
526,167,0
134,104,0
687,451,0
6,283,0
23,354,0
76,379,0
773,433,0
336,435,0
875,263,0
725,60,0
261,9,0
319,89,0
70,188,0
140,447,0
720,372,0
536,400,0
157,333,0
595,432,0
242,106,0
790,188,0
171,290,0
487,151,0
778,287,0
311,141,0
577,249,0
565,392,0
70,385,0
764,293,0
548,158,0
134,230,0
704,198,0
552,234,0
477,434,0
410,99,0
476,238,0
385,138,0
750,159,0
610,151,0
458,32,0
141,422,0
578,79,0
56,256,0
779,20,0
281,248,0
206,85,0
750,279,0
393,119,0
865,135,0
141,308,0
348,144,0
516,43,0
240,70,0
229,361,0
600,178,0
848,243,0
359,392,0
389,222,0
846,237,0
461,131,0
667,305,0
156,265,0
503,371,0
410,188,0
513,211,0
433,33,0
510,297,0
532,73,0
693,290,0
436,222,0
775,161,0
208,291,0
15,216,0
62,123,0
491,259,0
200,392,0
373,68,0
291,343,0
385,103,0
224,221,0
321,186,0
586,396,0
291,8,0
724,384,0
251,85,0
522,245,0
221,37,0
439,320,0
844,87,0
756,223,0
813,337,0
33,341,0
671,198,0
38,334,0
323,25,0
664,113,0
9,285,0
161,36,0
353,220,0
613,440,0
244,12,0
240,204,0
561,358,0
439,44,0
653,97,0
655,11,0
302,13,0
359,405,0
689,44,0
140,119,0
316,362,0
26,288,0
745,206,0
431,297,0
835,185,0
159,334,0
38,352,0
115,244,0
264,130,0
213,178,0
492,189,0
31,32,0
782,191,0
569,53,0
46,35,0
405,230,0
707,24,0
712,3,0
749,429,0
773,189,0
479,1,0
866,313,0
522,142,0
697,402,0
636,384,0
62,51,0
808,401,0
740,252,0
213,311,0
843,372,0
277,133,0
280,167,0
797,145,0
396,161,0
487,264,0
130,139,0
419,377,0
30,51,0
303,410,0
146,419,0
684,177,0
159,201,0
838,304,0
759,242,0
134,282,0
245,453,0
155,420,0
347,30,0
108,386,0
698,323,0
99,163,0
401,41,0
314,98,0
822,360,0
341,325,0
63,409,0
862,414,0
236,165,0
609,279,0
4,287,0
843,276,0
650,279,0
277,50,0
606,334,0
613,275,0
766,417,0
558,114,0
41,403,0
466,177,0
655,113,0
281,10,0
778,32,0
798,323,0
125,300,0
438,378,0
635,5,0
210,453,0
280,390,0
212,47,0
306,177,0
224,80,0
599,371,0
223,168,0
72,87,0
827,224,0
188,418,0
165,107,0
186,259,0
161,406,0
802,76,0
227,384,0
333,245,0
647,330,0
772,274,0
411,103,0
794,210,0
609,265,0
54,273,0
779,263,0
430,297,0
530,370,0
24,418,0
615,341,0
204,339,0
725,395,0
413,397,0
389,5,0
370,312,0
651,322,0
726,390,0
382,196,0
15,11,0
428,343,0
541,394,0
343,28,0
892,357,0
110,357,0
775,273,0
96,59,0
60,259,0
888,433,0
571,140,0
287,246,0
567,395,0
416,340,0
380,421,0
190,256,0
250,108,0
218,148,0
296,81,0
307,338,0
635,132,0
629,62,0
185,157,0
85,324,0
49,400,0
293,160,0
147,40,0
854,135,0
616,44,0
77,127,0
430,30,0
544,353,0
183,195,0
863,1,0
761,296,0
12,371,0
463,184,0
585,49,0
202,434,0
628,283,0
456,258,0
231,262,0
47,409,0
100,48,0
779,82,0
328,355,0
685,300,0
136,367,0
147,230,0
736,23,0
345,24,0
365,282,0
853,82,0
239,366,0
564,228,0
102,70,0
658,62,0
364,439,0
107,349,0
189,12,0
834,57,0
420,254,0
437,290,0
362,87,0
461,168,0
778,354,0
509,123,0
624,362,0
804,284,0
857,155,0
823,306,0
80,403,0
523,190,0
389,334,0
310,333,0
807,449,0
501,203,0
100,6,0
680,299,0
891,290,0
97,444,0
783,262,0
189,102,0
343,348,0
202,415,0
503,65,0
135,263,0
590,229,0
113,374,0
591,357,0
5,203,0
640,169,0
864,137,0
84,324,0
674,239,0
625,339,0
367,373,0
203,220,0
833,435,0
670,174,0
706,133,0
427,216,0
393,7,0
130,50,0
860,422,0
297,405,0
347,170,0
565,216,0
276,95,0
811,328,0
158,428,0
562,184,0
0,368,0
337,369,0
597,79,0
324,187,0
282,40,0
841,126,0
748,36,0
544,58,0
134,249,0
389,431,0
170,232,0
872,231,0
275,132,0
602,276,0
861,54,0
786,73,0
121,299,0
681,409,0
884,361,0
143,74,0
583,101,0
353,93,0
310,360,0
424,142,0
269,89,0
816,326,0
99,16,0
555,248,0
235,386,0
850,23,0
839,245,0
500,1,0
710,307,0
612,75,0
513,412,0
458,220,0
647,18,0
40,375,0
496,299,0
233,154,0
176,391,0
357,238,0
554,104,0
122,206,0
810,160,0
673,429,0
286,79,0
142,258,0
495,82,0
534,50,0
355,96,0
809,177,0
113,106,0
237,243,0
885,296,0
484,88,0
48,214,0
426,263,0
120,384,0
688,17,0
760,249,0
721,127,0
608,259,0
668,434,0
888,84,0
33,231,0
258,284,0
475,77,0
551,174,0
332,123,0
438,295,0
480,114,0
891,275,0
37,199,0
573,80,0
157,326,0
590,148,0
803,8,0
197,209,0
642,319,0
653,68,0
594,199,0
620,357,0
558,118,0
126,136,0
819,134,0
466,68,0
414,419,0
410,36,0
567,284,0
183,227,0
375,143,0
748,404,0
811,229,0
279,260,0
337,247,0
693,327,0
619,39,0
97,61,0
785,19,0
860,102,0
527,192,0
891,344,0
225,136,0
248,398,0
206,233,0
539,227,0
560,413,0
668,268,0
778,285,0
304,451,0
365,160,0
263,113,0
479,174,0
735,94,0
483,393,0
368,179,0
174,451,0
484,113,0
323,416,0
743,453,0
728,276,0
416,292,0
822,283,0
588,16,0
826,339,0
305,96,0
88,253,0
579,410,0
686,247,0
574,345,0
612,235,0
196,389,0
227,207,0
441,245,0
562,163,0
766,406,0
37,203,0
640,224,0
427,387,0
120,263,0
783,308,0
242,255,0
515,324,0
815,262,0
787,225,0
349,377,0
47,285,0
9,429,0
346,415,0
230,439,0
256,242,0
74,362,0
548,331,0
707,270,0
74,424,0
643,427,0
233,441,0
564,223,0
819,222,0
763,408,0
591,154,0
112,142,0
522,167,0
348,71,0
873,120,0
833,120,0
446,171,0
460,375,0
606,314,0
722,110,0
424,16,0
436,288,0
352,124,0
885,37,0
300,326,0
91,402,0
265,200,0
217,159,0
748,0,0
535,446,0
139,214,0
666,335,0
639,191,0
420,390,0
537,149,0
227,419,0
774,388,0
261,337,0
854,121,0
453,203,0
523,6,0
816,35,0
676,386,0
794,324,0
158,399,0
849,222,0
536,451,0
445,278,0
336,268,0
1,244,0
329,414,0
382,431,0
331,357,0
462,205,0
472,384,0
810,403,0
125,121,0
12,55,0
733,56,0
832,327,0
559,379,0
294,294,0
83,199,0
218,99,0
13,387,0
99,446,0
796,9,0
67,396,0
601,114,0
85,441,0
245,169,0
256,256,0
229,258,0
249,173,0
14,362,0
358,344,0
814,279,0
467,410,0
47,272,0
405,148,0
260,333,0
488,141,0
16,160,0
131,166,0
435,1,0
150,377,0
307,326,0
7,321,0
44,123,0
394,249,0
130,30,0
552,252,0
228,401,0
213,265,0
696,443,0
185,288,0
342,81,0
518,73,0
574,291,0
407,448,0
359,168,0
685,19,0
422,87,0
886,400,0
184,235,0
480,228,0
271,96,0
474,367,0
346,38,0
566,237,0
289,321,0
212,125,0
436,210,0
180,310,0
104,12,0
822,2,0
32,158,0
232,140,0
38,320,0
406,28,0
685,261,0
262,196,0
774,158,0
300,203,0
497,37,0
1,254,0
105,226,0
444,63,0
595,28,0
700,295,0
47,250,0
432,32,0
201,24,0
146,327,0
409,335,0
699,421,0
530,281,0
477,159,0
447,336,0
511,204,0
269,419,0
703,63,0
57,338,0
861,222,0
611,421,0
199,86,0
408,436,0
29,103,0
433,306,0
64,140,0
648,278,0
869,46,0
638,269,0
123,276,0
545,233,0
282,194,0
220,198,0
875,233,0
249,275,0
566,305,0
502,296,0
818,376,0
683,230,0
45,362,0
767,380,0
361,242,0
40,142,0
31,162,0
65,115,0
343,222,0
663,3,0
234,155,0
502,272,0
850,149,0
456,12,0
486,259,0
682,369,0
404,86,0
553,78,0
799,433,0
333,320,0
865,287,0
48,301,0
396,431,0
662,367,0
422,30,0
773,91,0
748,322,0
571,402,0
850,2,0
520,300,0
677,3,0
479,445,0
72,18,0
223,14,0
858,44,0
372,445,0
372,30,0
180,276,0
236,185,0
399,4,0
287,349,0
657,226,0
638,330,0
852,59,0
581,317,0
448,303,0
519,133,0
791,77,0
355,185,0
512,296,0
149,222,0
485,332,0
705,234,0
289,235,0
93,137,0
163,41,0
253,377,0
152,326,0
420,190,0
144,136,0
93,300,0
497,114,0
314,69,0
631,386,0
64,363,0
742,24,0
248,357,0
732,221,0
732,46,0
310,297,0
585,344,0
591,329,0
866,50,0
208,354,0
783,83,0
785,28,0
836,235,0
159,112,0
322,339,0
403,292,0
76,125,0
448,422,0
583,241,0
509,59,0
821,58,0
335,403,0
507,221,0
298,413,0
762,247,0
190,369,0
227,165,0
84,350,0
547,62,0
156,374,0
4,256,0
276,17,0
176,209,0
537,190,0
447,79,0
696,193,0
803,250,0
848,187,0
82,325,0
268,77,0
190,225,0
663,184,0
500,373,0
566,442,0
835,415,0
572,204,0
65,197,0
332,91,0
337,200,0
400,360,0
322,60,0
689,348,0
685,391,0
470,9,0
598,218,0
176,384,0
370,26,0
875,253,0
167,148,0
822,419,0
535,185,0
323,397,0
165,431,0
141,448,0
219,436,0
250,404,0
213,389,0
819,448,0
404,7,0
92,167,0
843,82,0
666,54,0
537,417,0
786,328,0
484,445,0
33,382,0
509,96,0
654,216,0
482,202,0
56,9,0
342,383,0
277,342,0
355,382,0
438,225,0
611,78,0
78,79,0
330,325,0
855,187,0
675,291,0
632,375,0
619,126,0
130,242,0
265,430,0
130,311,0
793,344,0
501,317,0
277,142,0
640,390,0
731,157,0
668,77,0
593,148,0
20,180,0
439,146,0
86,144,0
866,280,0
217,326,0
87,87,0
324,373,0
841,434,0
408,388,0
631,399,0
826,335,0
414,418,0
322,433,0
621,113,0
696,344,0
564,78,0
861,381,0
309,172,0
641,424,0
98,290,0
569,357,0
140,89,0
882,332,0
7,15,0
517,79,0
69,117,0
179,195,0
533,231,0
492,364,0
785,255,0
703,283,0
817,104,0
715,353,0
428,34,0
375,8,0
676,58,0
504,404,0
149,218,0
656,384,0
339,419,0
82,299,0
90,194,0
839,257,0
216,369,0
477,55,0
825,142,0
806,155,0
116,274,0
371,412,0
37,336,0
253,324,0
212,327,0
278,295,0
119,67,0
797,175,0
110,12,0
793,94,0
520,173,0
385,205,0
349,434,0
840,23,0
362,279,0
87,117,0
790,435,0
735,164,0
225,191,0
466,182,0
530,106,0
563,187,0
79,84,0
496,348,0
336,251,0
427,429,0
225,113,0
694,425,0
890,161,0
403,369,0
187,6,0
201,240,0
337,64,0
812,88,0
217,167,0
156,77,0
745,371,0
254,251,0
513,318,0
747,264,0
317,356,0
817,395,0
307,430,0
245,122,0
106,76,0
629,28,0
118,213,0
646,175,0
709,282,0
312,148,0
460,83,0
503,189,0
277,220,0
233,223,0
210,84,0
880,400,0
33,141,0
299,256,0
542,261,0
520,40,0
586,80,0
540,280,0
232,156,0
199,285,0
346,244,0
431,57,0
398,115,0
550,181,0
298,215,0
177,273,0
474,93,0
842,235,0
724,32,0
459,420,0
812,50,0
629,243,0
866,413,0
389,394,0
494,146,0
807,106,0
826,135,0
693,201,0
344,36,0
62,332,0
443,287,0
718,448,0
103,321,0
829,264,0
848,426,0
707,53,0
140,359,0
679,354,0
699,246,0
598,420,0
369,124,0
59,47,0
461,339,0
647,371,0
485,7,0
375,364,0
676,372,0
318,71,0
618,277,0
466,114,0
336,138,0
888,399,0
264,380,0
403,137,0
622,333,0
365,290,0
310,427,0
570,309,0
454,445,0
659,302,0
466,425,0
336,196,0
189,274,0
602,60,0
431,150,0
880,216,0
179,154,0
41,453,0
733,185,0
416,276,0
453,214,0
530,163,0
330,211,0
777,402,0
508,169,0
121,47,0
82,100,0
770,419,0
32,391,0
568,282,0
823,217,0
378,228,0
795,150,0
22,369,0
459,450,0
219,119,0
612,160,0
33,445,0
833,131,0
403,262,0
238,340,0
435,22,0
431,415,0
886,162,0
249,124,0
69,431,0
26,129,0
841,388,0
724,44,0
24,44,0
755,286,0
56,182,0
543,397,0
637,391,0
175,34,0
352,273,0
1,82,0
201,389,0
188,388,0
775,380,0
512,8,0
780,298,0
267,121,0
687,382,0
183,254,0
373,11,0
572,443,0
707,105,0
304,336,0
496,57,0
304,397,0
267,417,0
73,261,0
683,367,0
29,225,0
474,87,0
647,172,0
222,268,0
468,64,0
90,40,0
616,5,0
853,447,0
757,361,0
297,54,0
813,267,0
494,92,0
718,433,0
89,168,0
3,352,0
226,293,0
520,207,0
828,275,0
89,93,0
821,119,0
208,331,0
75,206,0
773,276,0
426,388,0
521,125,0
889,117,0
815,59,0
748,59,0
809,419,0
77,384,0
256,440,0
607,116,0
10,41,0
166,229,0
722,332,0
838,98,0
858,166,0
354,255,0
834,288,0
404,104,0
157,440,0
384,273,0
485,155,0
261,358,0
495,290,0
429,138,0
410,122,0
188,73,0
690,226,0
484,317,0
189,276,0
173,64,0
422,254,0
199,158,0
848,59,0
211,356,0
371,172,0
234,44,0
871,339,0
605,315,0
33,415,0
847,209,0
362,397,0
446,307,0
879,388,0
885,338,0
128,242,0
600,8,0
43,232,0
500,184,0
873,66,0
771,264,0
49,265,0
575,379,0
829,173,0
559,107,0
47,231,0
553,363,0
483,358,0
796,29,0
768,252,0
51,331,0
213,159,0
859,427,0
211,449,0
122,362,0
513,363,0
419,133,0
216,380,0
731,134,0
523,64,0
198,11,0
883,120,0
109,94,0
890,353,0
445,121,0
585,293,0
266,332,0
53,366,0
813,362,0
601,37,0
417,168,0
25,295,0
168,128,0
714,319,0
747,19,0
741,345,0
622,448,0
655,348,0
47,408,0
727,448,0
717,439,0
320,336,0
392,37,0
843,398,0
310,103,0
222,386,0
300,215,0
874,201,0
845,167,0
714,258,0
236,421,0
719,263,0
315,379,0
710,430,0
458,41,0
214,394,0
48,210,0
792,325,0
396,372,0
842,190,0
360,298,0
168,150,0
768,142,0
766,16,0
336,214,0
100,320,0
393,87,0
410,317,0
834,5,0
870,213,0
601,18,0
543,419,0
96,416,0
538,375,0
67,35,0
546,215,0
173,372,0
364,185,0
271,83,0
719,101,0
753,22,0
520,276,0
569,318,0
214,5,0
511,78,0
664,224,0
800,40,0
521,359,0
765,379,0
412,213,0
392,341,0
431,301,0
426,453,0
569,212,0
808,374,0
430,155,0
173,326,0
253,283,0
46,347,0
66,94,0
648,375,0
226,255,0
655,321,0
166,174,0
762,324,0
560,379,0
869,167,0
83,452,0
415,15,0
384,225,0
868,144,0
481,212,0
57,367,0
672,326,0
643,337,0
39,409,0
188,432,0
230,335,0
575,229,0
650,435,0
613,25,0
298,222,0
628,317,0
285,429,0
345,255,0
761,151,0
506,192,0
534,209,0
513,450,0
820,400,0
395,379,0
448,363,0
278,322,0
727,145,0
80,182,0
142,373,0
135,36,0
155,157,0
574,227,0
776,436,0
658,110,0
274,220,0
475,425,0
249,337,0
768,14,0
192,292,0
169,435,0
325,296,0
548,421,0
471,177,0
811,422,0
621,114,0
774,23,0
133,93,0
141,453,0
589,45,0
34,73,0
163,235,0
756,393,0
886,202,0
154,220,0
416,263,0
720,42,0
275,46,0
844,393,0
159,310,0
297,367,0
650,364,0
521,225,0
84,176,0
891,211,0
323,1,0
31,63,0
255,440,0
465,181,0
177,287,0
600,128,0
152,300,0
808,185,0
118,162,0
365,221,0
337,257,0
95,160,0
439,33,0
683,301,0
40,413,0
527,174,0
462,227,0
451,311,0
455,315,0
712,54,0
85,70,0
558,355,0
147,271,0
642,171,0
332,263,0
514,208,0
763,275,0
262,449,0
767,391,0
144,195,0
321,141,0
638,246,0
454,79,0
158,370,0
560,303,0
506,151,0
182,146,0
682,63,0
615,421,0
887,333,0
223,207,0
281,452,0
228,47,0
206,40,0
544,435,0
742,241,0
351,261,0
683,115,0
482,334,0
795,57,0
691,433,0
95,248,0
677,362,0
27,94,0
455,216,0
868,295,0
64,328,0
731,81,0
182,30,0
892,74,0
661,91,0
178,402,0
849,218,0
76,39,0
601,244,0
156,131,0
467,273,0
62,267,0
54,302,0
203,253,0
464,144,0
200,328,0
521,60,0
290,274,0
318,267,0
3,123,0
228,195,0
43,80,0
9,338,0
770,415,0
525,223,0
740,15,0
879,65,0
405,413,0
329,269,0
785,88,0
743,76,0
21,22,0
144,33,0
403,281,0
381,298,0
33,312,0
472,207,0
43,399,0
884,80,0
527,204,0
46,246,0
413,223,0
893,95,0
719,244,0
623,17,0
342,284,0
53,223,0
48,26,0
688,352,0
321,236,0
573,76,0
378,69,0
497,428,0
429,122,0
426,12,0
781,386,0
559,96,0
786,216,0
449,126,0
303,432,0
36,279,0
167,67,0
155,368,0
664,386,0
163,362,0
223,245,0
125,311,0
440,22,0
235,266,0
459,348,0
403,53,0
514,235,0
71,48,0
772,253,0
843,378,0
649,156,0
8,206,0
889,427,0
557,403,0
723,104,0
8,91,0
76,123,0
834,329,0
245,40,0
207,311,0
445,20,0
95,336,0
655,128,0
824,329,0
93,371,0
454,64,0
46,435,0
365,270,0
396,403,0
196,125,0
385,216,0
300,176,0
21,313,0
229,431,0
623,165,0
299,76,0
410,372,0
865,332,0
741,272,0
521,360,0
766,82,0
707,401,0
187,138,0
259,338,0
295,53,0
247,127,0
886,330,0
181,144,0
46,425,0
534,387,0
859,341,0
811,261,0
242,359,0
776,162,0
678,327,0
19,119,0
137,22,0
115,442,0
821,377,0
25,36,0
886,320,0
213,370,0
273,258,0
69,234,0
575,51,0
61,436,0
757,162,0
138,352,0
47,315,0
773,77,0
680,312,0
853,379,0
430,164,0
221,292,0
226,372,0
648,94,0
51,66,0
834,291,0
360,441,0
500,217,0
56,374,0
339,100,0
251,73,0
563,431,0
730,57,0
573,347,0
806,152,0
772,145,0
53,326,0
462,378,0
722,387,0
870,279,0
361,325,0
792,93,0
772,409,0
305,320,0
253,421,0
111,158,0
813,271,0
303,328,0
806,34,0
872,338,0
326,60,0
352,282,0
96,52,0
605,394,0
113,280,0
773,354,0
690,346,0
558,233,0
799,188,0
11,300,0
40,28,0
50,194,0
440,194,0
726,424,0
488,1,0
102,48,0
745,173,0
815,378,0
642,194,0
187,274,0
97,108,0
360,229,0
330,126,0
721,109,0
885,277,0
487,244,0
108,427,0
3,323,0
206,56,0
594,367,0
88,367,0
802,132,0
540,63,0
571,67,0
867,367,0
128,257,0
884,93,0
161,206,0
321,335,0
178,329,0
215,102,0
427,180,0
229,354,0
654,412,0
819,414,0
181,88,0
770,188,0
149,100,0
49,64,0
19,201,0
416,337,0
506,391,0
353,172,0
202,305,0
56,373,0
295,165,0
150,27,0
13,369,0
608,308,0
579,328,0
166,81,0
509,334,0
319,285,0
242,36,0
683,222,0
201,362,0
60,181,0
127,347,0
620,210,0
854,333,0
210,247,0
848,78,0
167,367,0
162,237,0
49,73,0
525,138,0
384,265,0
891,94,0
593,358,0
417,231,0
