,0
813,1
814,1
815,1
816,0
817,0
818,1
819,0
820,1
821,0
822,1
823,0
824,1
825,1
826,1
827,1
828,1
829,0
830,0
831,1
832,1
833,0
834,1
835,1
836,1
837,0
838,1
839,1
840,1
841,1
842,0
843,1
844,0
845,1
846,0
847,1
848,0
849,1
850,1
851,1
852,1
853,0
854,0
855,1
856,0
857,1
858,1
859,1
860,1
861,0
862,0
863,1
864,1
865,1
866,1
867,1
868,1
869,0
870,1
871,0
872,1
873,1
874,1
875,1
876,0
877,1
878,1
879,1
880,0
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,0
891,1
892,1
893,1
894,0
895,1
896,1
897,1
898,0
899,0
900,1
901,1
902,1
903,1
904,0
905,0
906,0
907,1
908,1
909,1
910,0
911,1
912,0
913,1
914,1
915,1
916,0
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,0
927,0
928,1
929,1
930,1
931,0
932,1
933,0
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,0
944,1
945,1
946,0
947,1
948,0
949,1
950,0
951,1
952,1
953,0
954,0
955,1
956,1
957,0
958,1
959,0
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,1
974,0
975,1
976,1
977,1
978,0
979,1
980,1
981,1
982,0
983,1
984,0
985,1
986,1
987,1
988,1
989,1
990,1
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,1
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,0
1007,1
1008,0
1009,1
1010,1
1011,1
1012,1
1013,0
1014,0
1015,1
1016,0
1017,1
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,1
1045,1
1046,1
1047,1
1048,0
1049,0
1050,1
1051,1
1052,1
1053,0
1054,1
1055,0
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,1
1063,0
1064,0
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,1
1083,1
1084,0
1085,0
1086,1
1087,0
1088,0
1089,0
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,1
1101,0
1102,1
1103,1
1104,1
1105,1
1106,1
1107,0
1108,1
1109,0
1110,1
1111,1
1112,1
1113,0
1114,0
1115,1
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,1
1123,0
1124,1
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,1
1134,1
1135,1
1136,0
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,1
1152,0
1153,1
1154,1
1155,1
1156,0
1157,0
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0
1167,0
1168,1
1169,1
1170,0
1171,1
1172,1
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,1
1180,0
1181,1
1182,1
1183,0
1184,0
1185,1
1186,1
1187,0
1188,1
1189,1
1190,1
1191,0
1192,0
1193,1
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,0
1202,0
1203,0
1204,1
1205,0
1206,1
1207,1
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,1
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,1
1222,1
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,1
1231,1
1232,0
1233,1
1234,0
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,0
1244,0
1245,1
1246,0
1247,0
1248,1
1249,0
1250,1
1251,0
1252,1
1253,1
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,1
1262,1
1263,0
1264,1
1265,0
1266,0
1267,1
1268,0
1269,1
1270,1
1271,1
1272,0
1273,0
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,1
1281,0
1282,0
1283,1
1284,1
1285,1
1286,0
1287,1
1288,0
1289,0
1290,1
1291,1
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,1
1299,0
1300,1
1301,1
1302,0
1303,1
1304,1
1305,0
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,0
1320,1
1321,1
1322,1
1323,0
1324,0
1325,1
1326,1
1327,1
1328,1
1329,0
1330,1
1331,1
1332,1
1333,1
1334,1
1335,0
1336,1
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,0
1361,1
1362,0
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,0
1374,1
1375,0
1376,1
1377,0
1378,0
1379,1
1380,1
1381,0
1382,0
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0
1389,0
1390,0
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,0
1399,0
1400,0
1401,1
1402,1
1403,1
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,0
1411,1
1412,1
1413,0
1414,1
1415,0
1416,1
1417,1
1418,0
1419,1
1420,1
1421,0
1422,1
1423,1
1424,1
1425,0
1426,1
1427,1
1428,0
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,0
1436,1
1437,0
1438,1
1439,0
1440,1
1441,1
1442,0
1443,1
1444,0
1445,0
1446,0
1447,1
1448,1
1449,1
1450,1
1451,0
1452,0
1453,0
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,0
1464,1
1465,1
1466,0
1467,1
1468,1
1469,1
1470,0
1471,1
1472,1
1473,1
1474,1
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,1
1482,0
1483,0
1484,1
1485,0
1486,1
1487,0
1488,1
1489,0
1490,1
1491,0
1492,1
1493,1
1494,0
1495,1
1496,1
1497,1
1498,1
1499,0
1500,1
1501,0
1502,0
1503,1
1504,1
1505,0
1506,1
1507,0
1508,1
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,0
1518,1
1519,0
1520,0
1521,0
1522,0
1523,1
1524,1
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,1
1542,0
1543,1
1544,0
1545,1
1546,1
1547,0
1548,0
1549,1
1550,1
1551,0
1552,1
1553,0
1554,1
1555,1
1556,0
1557,0
1558,1
1559,1
1560,1
1561,1
1562,1
1563,0
1564,1
1565,0
1566,0
1567,1
1568,1
1569,1
1570,1
1571,1
1572,0
1573,1
1574,1
1575,1
1576,1
1577,1
1578,0
1579,1
1580,1
1581,1
1582,1
1583,0
1584,0
1585,0
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,1
1593,1
1594,1
1595,0
1596,1
1597,0
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,0
1611,0
1612,1
1613,0
1614,1
1615,1
1616,1
1617,1
1618,0
1619,1
1620,1
1621,0
1622,0
1623,1
1624,1
1625,0
1626,1
1627,0
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,1
1635,0
1636,0
1637,1
1638,0
1639,1
1640,1
1641,0
1642,0
1643,1
1644,1
1645,0
1646,1
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,0
1654,1
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,1
1664,0
1665,0
1666,1
1667,1
1668,1
1669,0
1670,0
1671,0
1672,1
1673,0
1674,1
1675,0
1676,0
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,1
1684,0
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,0
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,0
1703,1
1704,0
1705,0
1706,0
1707,0
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,0
1716,0
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,0
1732,1
1733,0
1734,1
1735,1
1736,1
1737,0
1738,1
1739,1
1740,0
1741,1
1742,0
1743,1
1744,1
1745,1
1746,1
1747,1
1748,0
1749,1
1750,0
1751,0
1752,1
1753,0
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,0
1765,0
1766,0
1767,1
1768,0
1769,0
1770,1
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,1
1778,0
1779,1
1780,1
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,1
1790,0
1791,1
1792,0
1793,1
1794,1
1795,0
1796,1
1797,1
1798,0
1799,1
1800,1
1801,0
1802,1
1803,0
1804,1
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,0
1812,0
1813,1
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,0
1832,1
1833,1
1834,1
1835,1
1836,1
1837,0
1838,1
1839,0
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,1
1847,0
1848,1
1849,1
1850,0
1851,0
1852,1
1853,0
1854,1
1855,0
1856,1
1857,0
1858,1
1859,1
1860,1
1861,1
1862,1
1863,0
1864,0
1865,1
1866,1
1867,0
1868,1
1869,1
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,1
1877,0
1878,0
1879,1
1880,0
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,0
1889,1
1890,0
1891,1
1892,1
1893,1
1894,1
1895,0
1896,1
1897,1
1898,1
1899,0
1900,1
1901,1
1902,1
1903,0
1904,1
1905,1
1906,0
1907,0
1908,1
1909,1
1910,1
1911,0
1912,1
1913,0
1914,1
1915,0
1916,1
1917,0
1918,1
1919,0
1920,1
1921,0
1922,1
1923,1
1924,0
1925,1
1926,1
1927,1
1928,1
1929,1
1930,0
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,0
1940,0
1941,1
1942,0
1943,1
1944,1
1945,0
1946,0
1947,0
1948,0
1949,1
1950,1
1951,1
1952,0
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,0
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,0
1970,1
1971,1
1972,1
1973,1
1974,0
1975,0
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,1
1983,1
1984,1
1985,0
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,1
1994,1
1995,1
1996,0
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,0
2014,0
2015,1
2016,0
2017,0
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,1
2034,0
2035,0
2036,1
2037,1
2038,1
2039,0
2040,0
2041,1
2042,1
2043,0
2044,0
2045,1
2046,0
2047,1
2048,0
2049,0
2050,0
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,0
2064,1
2065,0
2066,1
2067,1
2068,1
2069,1
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,1
2087,1
2088,1
2089,0
2090,0
2091,0
2092,0
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,0
2102,1
2103,1
2104,1
2105,1
2106,0
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,1
2114,0
2115,0
2116,0
2117,0
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,0
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,1
2133,1
2134,0
2135,1
2136,1
2137,1
2138,0
2139,1
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,0
2147,0
2148,0
2149,1
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,0
2161,1
2162,0
2163,1
2164,1
2165,1
2166,1
2167,1
2168,0
2169,1
2170,1
2171,0
2172,1
2173,1
2174,1
2175,1
2176,0
2177,0
2178,0
2179,1
2180,1
2181,1
2182,1
2183,0
2184,1
2185,0
2186,0
2187,1
2188,0
2189,0
2190,0
2191,0
2192,1
2193,0
2194,0
2195,1
2196,0
2197,1
2198,0
2199,1
2200,0
2201,1
2202,1
2203,0
2204,0
2205,1
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,0
2217,1
2218,1
2219,0
2220,1
2221,1
2222,0
2223,1
2224,1
2225,0
2226,1
2227,1
2228,0
2229,0
2230,1
2231,1
2232,0
2233,1
2234,0
2235,1
2236,0
2237,1
2238,1
2239,0
2240,1
2241,1
2242,1
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,0
2251,0
2252,1
2253,0
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,0
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,1
2268,1
2269,1
2270,0
2271,1
2272,1
2273,1
2274,0
2275,1
2276,1
2277,0
2278,1
2279,1
2280,0
2281,1
2282,1
2283,0
2284,1
2285,1
2286,1
2287,0
2288,1
2289,1
2290,1
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,0
2298,0
2299,1
2300,1
2301,1
2302,1
2303,1
2304,0
2305,1
2306,1
2307,0
2308,1
2309,0
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,1
2317,0
2318,1
2319,1
2320,1
2321,0
2322,1
2323,0
2324,0
2325,1
2326,1
2327,1
2328,1
2329,1
2330,0
2331,1
2332,1
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,0
2341,1
2342,1
2343,1
2344,0
2345,1
2346,1
2347,0
2348,1
2349,0
2350,1
2351,1
2352,1
2353,1
2354,1
2355,0
2356,1
2357,0
2358,1
2359,0
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,0
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,0
2393,1
2394,1
2395,1
2396,0
2397,0
2398,1
2399,0
2400,1
2401,0
2402,1
2403,1
2404,0
2405,1
2406,1
2407,0
2408,1
2409,1
2410,1
2411,1
2412,0
2413,0
2414,1
2415,1
2416,1
2417,0
2418,0
2419,1
2420,0
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,1
2428,0
2429,0
2430,1
2431,1
2432,1
2433,1
2434,1
2435,0
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,1
2444,0
2445,1
2446,0
2447,0
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,0
2472,1
2473,1
2474,0
2475,1
2476,1
2477,1
2478,1
2479,1
2480,0
2481,1
2482,1
2483,1
2484,1
2485,0
2486,1
2487,0
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,0
2497,1
2498,0
2499,0
2500,0
2501,1
2502,0
2503,1
2504,1
2505,1
2506,0
2507,1
2508,1
2509,1
2510,1
2511,0
2512,1
2513,0
2514,1
2515,0
2516,0
2517,0
2518,1
2519,1
2520,0
2521,1
2522,0
2523,0
2524,1
2525,1
2526,1
2527,0
2528,0
2529,1
2530,0
2531,1
2532,1
2533,1
2534,1
2535,0
2536,0
2537,1
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,1
2546,0
2547,1
2548,1
2549,1
2550,0
2551,1
2552,0
2553,1
2554,1
2555,1
2556,1
2557,1
2558,0
2559,1
2560,1
2561,0
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,1
2569,0
2570,1
2571,1
2572,0
2573,0
2574,1
2575,1
2576,1
2577,1
2578,0
2579,0
2580,1
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,0
2594,1
2595,1
2596,1
2597,0
2598,0
2599,1
2600,1
2601,1
2602,0
2603,0
2604,0
2605,1
2606,1
2607,0
2608,0
2609,0
2610,0
2611,1
2612,0
2613,1
2614,1
2615,0
2616,1
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,0
2652,0
2653,1
2654,0
2655,1
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,0
2669,1
2670,0
2671,1
2672,1
2673,1
2674,1
2675,1
2676,1
2677,0
2678,1
2679,1
2680,0
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,1
2689,0
2690,0
2691,1
2692,1
2693,1
2694,0
2695,0
2696,1
2697,1
2698,0
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,1
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,1
2713,0
2714,1
2715,0
2716,1
2717,0
2718,1
2719,1
2720,1
2721,0
2722,1
2723,1
2724,0
2725,1
2726,1
2727,1
2728,1
2729,1
2730,0
2731,1
2732,0
2733,1
2734,0
2735,0
2736,1
2737,1
2738,0
2739,1
2740,1
2741,0
2742,1
2743,1
2744,1
2745,0
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,1
2753,1
2754,1
2755,1
2756,1
2757,0
2758,1
2759,0
2760,0
2761,0
2762,1
2763,0
2764,1
2765,1
2766,1
2767,0
2768,1
2769,1
2770,1
2771,1
2772,0
2773,0
2774,1
2775,1
2776,1
2777,1
2778,1
2779,0
2780,1
2781,0
2782,0
2783,0
2784,1
2785,1
2786,1
2787,1
2788,0
2789,1
2790,1
2791,1
2792,1
2793,1
2794,0
2795,1
2796,1
2797,0
2798,0
2799,0
2800,0
2801,1
2802,0
2803,1
2804,1
2805,0
2806,0
2807,1
2808,0
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,1
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,0
2833,0
2834,0
2835,1
2836,1
2837,1
2838,1
2839,1
2840,0
2841,1
2842,1
2843,1
2844,1
2845,1
2846,0
2847,0
2848,0
2849,1
2850,1
2851,1
2852,1
2853,1
2854,0
2855,0
2856,0
2857,1
2858,1
2859,1
2860,1
2861,0
2862,1
2863,1
2864,1
2865,1
2866,0
2867,0
2868,1
2869,0
2870,1
2871,1
2872,0
2873,1
2874,1
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2885,0
2886,1
2887,0
2888,1
2889,1
2890,1
2891,0
2892,1
2893,0
2894,0
2895,1
2896,0
2897,1
2898,1
2899,1
2900,0
2901,1
2902,0
2903,1
2904,0
2905,1
2906,0
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,0
2919,1
2920,0
2921,0
2922,1
2923,0
2924,0
2925,1
2926,1
2927,1
2928,1
2929,1
2930,1
2931,0
2932,1
2933,1
2934,0
2935,0
2936,0
2937,1
2938,1
2939,1
2940,0
2941,0
2942,0
2943,0
2944,0
2945,1
2946,1
2947,1
2948,0
2949,1
2950,0
2951,1
2952,1
2953,0
2954,0
2955,0
2956,1
2957,1
2958,1
2959,0
2960,0
2961,1
2962,0
2963,0
2964,1
2965,1
2966,0
2967,1
2968,1
2969,1
2970,0
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,0
2978,0
2979,0
2980,1
2981,1
2982,1
2983,1
2984,1
2985,0
2986,1
2987,1
2988,1
2989,1
2990,0
2991,1
2992,1
2993,0
2994,1
2995,1
2996,1
2997,0
